idx,dir,model,inp,gold,out,acc
79,encode,ft,あめりかでしようされるいみんせいさくを3つあげることができますか？,あめりかでしようされるいみんせいさくを3つあげることができますか？,𛀃𛃔𛃰𛀠𛁵゙𛁅𛃩𛀌𛁂𛄀𛃻𛀆𛃍𛄞𛁓𛀉𛀿𛀱𛄚3𛁫𛀅𛀕𛀲゙𛃹𛀸𛁺𛀟゙𛁶゙𛀤𛃼�,0.6903409090909092
80,decode,ft,𛁋𛂎ー𛁸𛃖𛄞𛁼𛁳゙𛃛っ𛁹𛃘𛂇𛄝𛀪𛂝𛀅𛃼𛀸𛄞𛁔𛂲゚𛁽𛂡「𛁈゙𛄞𛀻𛀋𛁢𛂚𛀊」𛁵゙𛁌。,すてーとめんとでもっともにんきのあるこんせぷとは「じんこうちのう」です。,すてとめんでもともにんきのあるこんせふとは「じんこうちのう」であります。,0.9166666666666666
80,encode,ft,すてーとめんとでもっともにんきのあるこんせぷとは「じんこうちのう」です。,すてーとめんとでもっともにんきのあるこんせぷとは「じんこうちのう」です。,𛁑𛁠゙𛁽𛁹𛃖𛄝𛁭𛁮゙𛃘っ𛁼𛃗𛂎𛄞𛀦𛂜𛀅𛃺𛀻𛄞𛁕𛂰゚𛁸𛂤「𛁉゙𛄞𛀻𛀌𛁨𛂛𛀋」�,0.4885620915032679
81,decode,ft,𛀅𛀤𛀺𛀌𛃫𛀊𛀟゙𛁈゙𛃕𛄞𛂉𛂮ょ𛀋𛀈𛀖𛁣𛃸、,あきこうようがじめんにひょういおちる、,あきこうようがじめんにひょういおちる。,0.9473684210526315
81,encode,ft,あきこうようがじめんにひょういおちる、,あきこうようがじめんにひょういおちる、,𛀅𛀥𛀹𛀌𛃩𛀊𛀘゙𛁉゙𛃔𛄝𛂇𛂬ょ𛀍𛀈𛀕𛁢𛃷、,0.7534626038781163
82,decode,ft,𛀋ぉ𛃹𛁹・𛁵゙ぃ𛁊゙𛂌ー𛂦1923𛂖𛄞10𛀞゙𛁭16𛂉𛁦𛂈𛁒𛁫𛃴𛁬𛁂𛄁𛃃𛁅𛁠。,うぉると・でぃずにーは1923ねん10がつ16にちにせつりつされました。,うおるとでぃずにーは1923ねん10がつ16にちにせつりつされた。,0.8888888888888888
82,encode,ft,うぉると・でぃずにーは1923ねん10がつ16にちにせつりつされました。,うぉると・でぃずにーは1923ねん10がつ16にちにせつりつされました。,𛀌ょ𛁹𛁷゙・𛁳゙ぃ𛁈゙𛂇𛃧𛀊𛂞1923𛂘𛄝10𛀟゙𛁬16𛂉𛁦𛂎𛁕𛁫𛃴𛁭𛁆𛃖𛁅𛃖𛁄𛁡。,0.493421052631579
83,decode,ft,𛁉゙ぇ𛀆𛁚𛄞𛂨𛀈𛂏𛄗𛀾𛄞𛂺゚𛂈𛁭𛃿𛁲𛀇っ𛁰𛀈𛃅𛁏。,じぇいそんはいぬをさんぽにつれていっています。,じえそんはいぬをさんぽにとれていていんでしまった。,0.782608695652174
83,encode,ft,じぇいそんはいぬをさんぽにつれていっています。,じぇいそんはいぬをさんぽにつれていっています。,𛁉゙ぇ𛀆𛁖𛄞𛂡𛀇𛂎゙𛄝𛄘𛁃𛄝𛂾゚𛁳𛂌𛁬𛃿𛁴𛀈𛁰𛀉𛃼。,0.5141776937618147
84,decode,ft,𛁦𛂵゙っ𛁷𛂛𛀔𛀖𛀟𛃋（Canis lupus filchneri）𛂠、𛁧ゅ𛀌𛂘゙𛀯𛁒𛀇𛂲゙、𛀥𛁟𛀈𛄝𛁭゙、𛂒𛂞゚ー𛃽、𛂲゙ー𛁠𛄝𛂍𛁖𛀆𛁚𛀰𛁎𛃽𛀭゙𛄁,ちべっとのおおかみ（Canis lupus filchneri）は、ちゅうごくせいぶ、きたいんど、ねぱーる、ぶーたんにせいそくするぐれ,ちべつのおおかみ（Canis lupus filchneri）は、ちゅうごくせいぶ、きたいんぞ、ねぱる、ぶたんにせいそくするぐれ。,0.9253731343283582
84,encode,ft,ちべっとのおおかみ（Canis lupus filchneri）は、ちゅうごくせいぶ、きたいんど、ねぱーる、ぶーたんにせいそくするぐれ,ちべっとのおおかみ（Canis lupus filchneri）は、ちゅうごくせいぶ、きたいんど、ねぱーる、ぶーたんにせいそくするぐれ,𛁢𛂶゙っ𛁹𛂚𛀔𛀖𛀯𛃉（Canis lupus filchneri）𛂤、𛁤ゅ𛀋𛀸゙𛀮𛁕𛀆𛂲゙、𛀦𛁠𛀇𛄝𛁭、𛂎𛂾゚𛃰𛃿、𛂱゙�,0.31982942430703626
85,decode,ft,𛀃𛁡𛀑𛃯𛃾𛁞𛁟𛄞𛀻゙𛂜𛁑𛂴゙𛁳𛂝𛁅ゅ𛁫𛀷゙𛄞𛄚𛁬𛀥゙𛂛𛁶𛀻𛁋𛁻𛀚𛃯𛀽𛀭𛁇゙ょ𛁅𛁰𛀫𛁞゙𛁀𛀉。,あたえられたたんごのすべてのしゅつげんをつぎのてきすとからさくじょしてください。,あたえられたたんぎのすべてのしゅつげんをつきのがてきしてください。,0.775
85,encode,ft,あたえられたたんごのすべてのしゅつげんをつぎのてきすとからさくじょしてください。,あたえられたたんごのすべてのしゅつげんをつぎのてきすとからさくじょしてください。,𛀃𛁠𛀒𛃭𛄁𛁡𛁞𛄝𛂘゙𛂚𛁟゙𛀆𛂜𛁅ゅ𛁪𛀴゙𛄞𛄗𛁩𛀤゙𛂛𛁳𛀻𛁑𛁽𛀢𛃮𛁄𛀫𛁇゙ょ,0.5484375
86,decode,ft,1. 𛁂𛃲ー𛂠𛂣𛃇𛂴゙𛁰゙𛀞𛀉𛀞゙𛃮𛄜𛀊𛃱𛃈𛁈𛁡。,1. さりーははまべでかいがらをうりました。,さりははまべでかいがらをうりました。,0.8181818181818182
86,encode,ft,1. さりーははまべでかいがらをうりました。,1. さりーははまべでかいがらをうりました。,𛁄𛃾ー𛂞𛂣𛃆𛂟゙𛁳゙𛀠𛀉𛀻゙𛀰𛄘𛀌𛃴𛁅𛃖𛁈𛁡。,0.5409090909090909
87,decode,ft,𛀚𛃿𛂧𛀕𛀔𛀣𛂂𛃠𛁈𛄞𛄙𛃗𛁨、𛁩𛂕𛂉𛁠𛀰𛀑𛁬𛄚𛁩𛀉𛀣ゅ𛀎𛁈𛁱𛀈𛃆𛁋。,かれはおおきなやしんをもち、つねにたくえつをついきゅうしています。,かれはおおいやしんをもち、つねにたくえつをついきゅうしている。,0.8787878787878788
87,encode,ft,かれはおおきなやしんをもち、つねにたくえつをついきゅうしています。,かれはおおきなやしんをもち、つねにたくえつをついきゅうしています。,𛀻𛄁𛂠𛀔𛀕𛀦𛂃𛃢𛁈𛄞𛄚𛃁𛃭、𛁩𛁪𛂉𛁬𛀤𛂎゙𛁫𛀖𛀣ゅ𛀌𛁇𛁳𛀆𛃼。,0.5090909090909091
88,decode,ft,𛁕𛀉𛂲、𛀛゙𛁭、𛀡𛀆𛃧𛀊、𛀝𛃋,せいふ、がつ、かいよう、かみ,せいい、がつ、かいよう、かみ。,0.9285714285714286
88,encode,ft,せいふ、がつ、かいよう、かみ,せいふ、がつ、かいよう、かみ,𛁓𛀉𛂲、𛀠゙𛁬、𛀝𛀈𛃩𛀊、𛀟𛃋,0.7857142857142857
89,decode,ft,𛀄𛁠𛀐𛃭𛄁𛁞𛁮𛀣𛁌𛁻𛄜𛂎ゅー𛁌𛀻𛁅゙𛃇𛁠𛂠𛀉𛀵𛄞𛀨𛁈゙𛂝𛁽゙𛁧𛃰𛀛𛂎𛂰゙𛄞𛃺𛀆𛁇𛂎𛀭𛁞゙𛁃𛀈。,あたえられたてきすとをにゅーすきじまたはいけんきじのどちらかにぶんるいしてください。,あたえられたてきすとをにゅうしじまではいけんきじのどちからべんするいしとしてください。,0.8333333333333334
89,encode,ft,あたえられたてきすとをにゅーすきじまたはいけんきじのどちらかにぶんるいしてください。,あたえられたてきすとをにゅーすきじまたはいけんきじのどちらかにぶんるいしてください。,𛀃𛁠𛀒𛃭𛄁𛁡𛁳𛀨𛁉𛁽𛄜𛂌ゅ𛃿𛁐𛀦𛁆゙𛃝𛀔𛀇𛀵𛄞𛀧𛁈゙𛂚𛁝゙𛀎𛀘𛁺𛂋𛂲゙𛄝,0.46205357142857145
90,decode,ft,𛀇𛂑𛂞𛀖𛀪𛂉𛀉𛃲𛂚𛀔𛃘𛁣ゃ𛀅𛁽𛃺𛁡𛃔𛂍𛂡𛃠𛀯𛂧𛁇𛃷𛃂𛁌。,いぬはおきにいりのおもちゃをとるためにはやくはしります。,いぬはおきにいろのおもちゃをとるためにはあくはしります。,0.9285714285714286
90,encode,ft,いぬはおきにいりのおもちゃをとるためにはやくはしります。,いぬはおきにいりのおもちゃをとるためにはやくはしります。,𛀈𛂎゙𛂧𛀔𛀥𛂉𛀇𛃺𛀖𛄝𛁦ゃ𛄚𛁭𛃹𛁞𛃕𛂍𛂡𛃢𛀫𛂠𛁆𛃿𛃄𛁐。,0.6693121693121693
91,decode,ft,𛀖𛀔𛀯𛂛𛀰𛂎𛀯゙𛂍𛀜゙𛃧ー𛄅っ𛂦゚𛂛𛁖𛀈𛂲゙𛂋𛀅𛃲𛃅𛁎。,おおくのくにぐにがよーろっぱのせいぶにあります。,おおくのくつぐにがよろずぴのせいぶにあらす。,0.75
91,encode,ft,おおくのくにぐにがよーろっぱのせいぶにあります。,おおくのくにぐにがよーろっぱのせいぶにあります。,𛀔𛀕𛀮𛂝𛀯𛂊𛀭゙𛂉𛀟゙𛃩ょ𛀎𛄅っ𛂘゚𛂜𛁖𛀆𛂱゙𛂇𛀄𛃸。,0.6539855072463768
92,decode,ft,𛁀𛀇𛁆𛄞𛂚iPhone𛄞𛁳゙𛃻𛂣、2020𛂖𛄞10𛀛゙𛁩𛁼11𛀝゙𛁫𛂉𛃳𛃱ー𛁎𛀽𛄀𛁡iPhone 12𛁲゙𛁑（𛃚𛁱゙𛃼𛂋𛃪っ𛁲𛀹𛁷𛂁𛃲𛃂𛁍）。,さいしんのiPhoneもでるは、2020ねん10がつと11がつにりりーすされたiPhone 12です（もでるによってことなります）。,さいしんのiPhoneもできるのは、2020ねん10がつと11がつにりりすされたiPhone 12である（もできるにかけてことなります）。,0.9393939393939394
92,encode,ft,さいしんのiPhoneもでるは、2020ねん10がつと11がつにりりーすされたiPhone 12です（もでるによってことなります）。,さいしんのiPhoneもでるは、2020ねん10がつと11がつにりりーすされたiPhone 12です（もでるによってことなります）。,𛀻𛁉𛄝𛂙iPhone𛃘𛁲゙𛃺𛂧、2020𛂎𛄞10𛀟゙𛁬𛁽11𛀜゙𛁫𛂊𛃶𛃷ー𛁍𛁀𛃿𛁠iPhone 12𛁰゙𛁐（𛃗𛁱゙,0.3356643356643357
93,decode,ft,「𛃫𛃑」𛁭𛀆𛀍𛂱𛄁ー𛁋゙𛂨𛂰𛁮𛀇𛁇𛁽゙𛀍𛁉𛁱゙𛁎。,「よむ」というふれーずはふていしどうしです。,ゆむといいうふれずはふていしつです。,0.6818181818181818
93,encode,ft,「よむ」というふれーずはふていしどうしです。,「よむ」というふれーずはふていしどうしです。,𛃯𛄝𛁸𛀉𛀊𛂘𛁭𛂦𛂲𛁰𛀇𛁄゙ょ𛀎𛁆𛁳゙𛀅𛃶𛃖𛁵゙𛀅𛃹。,0.5138339920948617
94,decode,ft,Android Pie 9.0𛁻Android Q 10.0𛂢、𛁜𛃾𛁝゙𛃾2018𛂗𛄝𛁭2019𛂓𛄞𛂉𛃱𛃷ー𛁐𛁃𛃿𛁠Andro,Android Pie 9.0とAndroid Q 10.0は、それぞれ2018ねんと2019ねんにりりーすされたAndro,Android Pie 9.0およびAndroid Q 10.0は、𛁚𛃾𛁟゙2018ねんと2019ねんにりりすさされたAndroid。,0.9032258064516129
94,encode,ft,Android Pie 9.0とAndroid Q 10.0は、それぞれ2018ねんと2019ねんにりりーすされたAndro,Android Pie 9.0とAndroid Q 10.0は、それぞれ2018ねんと2019ねんにりりーすされたAndro,𛀻𛄞𛂽𛀌9.0𛁷𛂘𛀍Q 10.0𛂡、𛃜っ𛁆𛁟𛃖𛂎゙2018𛂘𛄝𛁸2019𛂘𛄝𛂉𛃶𛃳𛁿𛀈𛁄𛁠𛀺𛁭�,0.20590253946465337
95,decode,ft,𛀂𛂺𛄄ー𛁷𛃺：𛂢𛁥ゅ𛀎𛃼𛀉,あほろーとる：はちゅうるい,あほうてる: はちゅうるい,0.6923076923076923
95,encode,ft,あほろーとる：はちゅうるい,あほろーとる：はちゅうるい,𛀃𛂾𛄁𛃼𛀺゙𛁽𛃽：𛂞𛁥ゅ𛀋𛃻𛀆,0.6648351648351648
96,decode,ft,𛁅𛄞𛀄𛀇𛁿𛃺𛃤𛀍𛁉゙𛄞𛂸、,しんあいなるゆうじんへ、,しんあいなるゆうじんへ、,1.0
96,encode,ft,しんあいなるゆうじんへ、,しんあいなるゆうじんへ、,𛁄𛄝𛀂𛀉𛃨𛀎𛂆𛃫𛀊𛁇゙𛄞𛂌、,0.4487179487179488
97,decode,ft,2𛁪𛂙𛀢𛁏゙𛄙𛁟𛁌𛁡𛃕𛂝𛀄𛃸𛀻゙𛃶𛁋゙𛃑𛂠𛀉𛀜𛂚𛁭𛀌𛃴𛁱゙𛁑：,2つのかずをたすためのあるごりずむはいかのとうりです：,2つのけずをたすためのあるごりすむはいかのとうりである。,0.8888888888888888
97,encode,ft,2つのかずをたすためのあるごりずむはいかのとうりです：,2つのかずをたすためのあるごりずむはいかのとうりです：,2𛁪𛂝𛀜𛁆゙𛄘𛁡𛁐𛁹𛃾𛁞𛃵𛂚𛀅𛃺𛀸゙𛃲𛁉゙𛄝𛂠𛀈𛀢𛂛𛁻𛀊𛃴𛁰゙𛁑：,0.7662835249042145
98,decode,ft,𛁆゙ょ𛀌𛀧𛂝𛂲゙𛄝𛂋𛀖𛀈𛁱：,じょうきのぶんにおいて：,じょうきのぶんにえいとして:,0.8333333333333334
98,encode,ft,じょうきのぶんにおいて：,じょうきのぶんにおいて：,𛁉゙ょ𛀍𛀣𛂝𛂲゙𛄞𛂈𛃨𛃽𛁹：,0.5
99,decode,ft,𛀆𛀡𛂟、𛁚𛄀𛄗𛀕𛂘𛂂𛀊𛀺𛁻𛀠゙𛁱゙𛀦𛃹𛃌𛁅゙𛀞𛀈Python𛀻ー𛁽゙𛁶゙𛁍：,いかは、それをおこなうことができるみじかいPythonこーどです：,いかは、それをおこなうことをできることであるみじかいPythonなどである。,0.8484848484848485
99,encode,ft,いかは、それをおこなうことができるみじかいPythonこーどです：,いかは、それをおこなうことができるみじかいPythonこーどです：,𛀆𛀢𛂧、𛁚𛄁𛀅𛀕𛀖𛃽𛀸𛃾𛂎゙𛀻𛁽𛀞゙𛁲゙𛀩𛃹𛃇𛀈𛁉゙𛀘𛀈Python𛀼゙𛀿𛁭゙𛁱゙𛀄�,0.5227272727272727
100,decode,ft,𛂽𛀎𛁯𛀉𛁈𛀨𛂟𛁭𛀤゙𛂙𛃬𛀎𛂊𛀃𛃭𛄊𛁃𛃾𛃅𛁑：`x = -100 + 150`、𛀸𛂘𛁵゙x𛂞、-100𛂎150𛄗𛀯𛄋𛀒𛁞𛀵っ𛀞𛄙𛀂𛃯𛄊𛁄𛃅𛁋。,ほうていしきはつぎのようにあらわされます：`x = -100 + 150`、ここでxは、-100に150をくわえたけっかをあらわします。,ほとうしはじはつきのようにあらわされたけっかをあらわす：x = -100 + 150、こではxは、-100に150をくわえたけっかをあらわす。,0.8676470588235294
100,encode,ft,ほうていしきはつぎのようにあらわされます：`x = -100 + 150`、ここでxは、-100に150をくわえたけっかをあらわします。,ほうていしきはつぎのようにあらわされます：`x = -100 + 150`、ここでxは、-100に150をくわえたけっかをあらわします。,𛂺𛀋𛁷𛀇𛁈𛀨𛂡𛁬𛀪゙𛂎𛃫𛀊𛂎𛀔𛄁𛃼𛀻𛁸𛀗゙𛀄𛃹𛀻𛁽：`x = -100 + 150`、𛁘𛂜𛁠𛃖x�,0.24405506883604505
101,decode,ft,𛀂𛁡𛃮𛁉𛀆 _𛁛𛂰ぁー_ 𛄖𛁡𛃔𛁆𛁴𛀹𛀋𛂍ゅ𛀌𛁐𛃻𛀻𛁼𛂈𛀻𛃔𛃇𛁄𛁟。,あたらしい _そふぁー_ をためしてこうにゅうすることにきめました。,またよりい _そふぁー_ をためしてこうにゅうすることができました。,0.8529411764705882
101,encode,ft,あたらしい _そふぁー_ をためしてこうにゅうすることにきめました。,あたらしい _そふぁー_ をためしてこうにゅうすることにきめました。,𛀃𛁠𛃯𛁈𛃢 _𛁒゙𛃰𛂱ぁー_ 𛄘𛁷𛃕𛁄𛁴𛀸𛀌𛂉ゅ𛀎𛁊𛃼𛀹𛁽𛂋𛀦𛃖𛁅𛁡。,0.6487889273356402
102,decode,ft,1. 𛁈ゃ𛀝𛀇𛂊𛀂𛁞𛀑𛃻𛀓𛀉𛀻ょ𛀍𛄘𛂰𛀮𛃕𛁟、𛁆゙𛄝𛀸𛀊𛁨𛂜𛀎𛀣゙𛁅゙ゅ𛁪𛂙𛀽𛀆𛁇𛄝𛂚𛂞っ𛁴𛄞。,1. しゃかいにあたえるえいきょうをふくめた、じんこうちのうぎじゅつのさいしんのはってん。,しゃかいにあたえるえいきょうをふくめた、じんこうちのうぎじゅつのかていしんのはてん。,0.8888888888888888
102,encode,ft,1. しゃかいにあたえるえいきょうをふくめた、じんこうちのうぎじゅつのさいしんのはってん。,1. しゃかいにあたえるえいきょうをふくめた、じんこうちのうぎじゅつのさいしんのはってん。,𛁄ゃ𛀘𛀈𛂉𛀃𛁠𛃸𛀔𛀇𛀦ょ𛀊𛄚𛂲𛀮𛃖𛁞、𛁆゙𛄝𛀻𛀌𛁨𛂜𛀋𛀩゙𛁅゙ゅ𛁭𛂚𛀿𛀇𛁅,0.5490196078431372
103,decode,ft,𛀇𛀟𛂡、Python𛁮゙𛁌𛀎𛁆゙𛀚゙0𛃬𛃶𛀖𛀕𛀨𛀇𛀛𛁸゙𛀎𛀚𛄛𛁤ぇっ𛀭𛁊𛃼if-else𛂲゙𛄝𛄛𛀟𛀮𛃾𛀈𛁴゙𛁏。,いかは、Pythonですうじが0よりおおきいかどうかをちぇっくするif-elseぶんをかくれいです。,いかは、Pythonでいうじが0よりおおいかくてうをちぇくするif-elseぶんをかくれいです。,0.9
103,encode,ft,いかは、Pythonですうじが0よりおおきいかどうかをちぇっくするif-elseぶんをかくれいです。,いかは、Pythonですうじが0よりおおきいかどうかをちぇっくするif-elseぶんをかくれいです。,𛀆𛀢𛂧、𛂎゙𛄞𛁶゙𛂨𛁑𛀉𛁅𛀝゙0𛃬𛃳𛀔𛀕𛀦𛀇𛀘𛁽゙𛀋𛀟𛄚𛁨ぇっ𛀭𛁏𛃺if-else𛂲゙𛄝𛄗,0.4375
104,decode,ft,𛀢𛂜𛁇゙ょ𛂠𛀛゙っ𛀻𛀋𛂹𛀅𛃹𛀇𛁲𛀇𛃻。,かのじょはがっこうへあるいている。,けのじょはがっこうがあるいっている。,0.8823529411764706
104,encode,ft,かのじょはがっこうへあるいている。,かのじょはがっこうへあるいている。,𛀙𛂜𛁉゙ょ𛂡𛀟゙っ𛀻𛀌𛂍𛀅𛃺𛀆𛁶𛀈𛃼。,0.7266435986159169
105,decode,ft,𛀂𛁡𛀒𛃰𛃿𛁡𛁅゙ょ𛀌𛂽𛀌𛄖𛁇𛃬𛀌𛁄𛁶、𛀰𛃹𛃂𛂛𛂶𛀆𛀤𛄝𛁝𛀱𛁹゙𛂥200km / 2.5𛁅゙𛀜𛄞 = 80km /𛁭𛀦𛁱゙𛁋。,あたえられたじょうほうをしようして、くるまのへいきんそくどは200km / 2.5じかん = 80km /ときです。,あたえられたじょうほうをしようして、くるまのへいきんそくなどは200km / 2.5じかん = 80km /つきである。,0.9655172413793104
105,encode,ft,あたえられたじょうほうをしようして、くるまのへいきんそくどは200km / 2.5じかん = 80km /ときです。,あたえられたじょうほうをしようして、くるまのへいきんそくどは200km / 2.5じかん = 80km /ときです。,𛀃𛁠𛀒𛃭𛄁𛁡𛁄゙ょ𛀍𛂺𛀎𛄚𛁈𛃩𛀌𛁇𛁮、𛀯𛃷𛃆𛂜𛂲𛀉𛀧𛄞𛁗𛀫𛁽゙𛂣200km / 2.5𛁅,0.416256157635468
106,decode,ft,𛀉𛀐𛂎゙𛀢𛃭𛀅𛀲゙𛄚𛁫𛀮𛃻𛂿𛀌𛂾𛀌𛂦？,いえでからあげをつくるほうほうは？,いえからはかげをつくうほうが？,0.7058823529411765
106,encode,ft,いえでからあげをつくるほうほうは？,いえでからあげをつくるほうほうは？,𛀉𛃈𛁯゙𛀸𛃾𛀞𛃰𛀔゙𛀱𛄘𛁩𛀬𛃹𛂺𛀌𛂽𛀍𛂨？,0.7368421052631579
107,decode,ft,𛁇ょ𛀮𛃔𛀉：𛁳゙ー𛁟𛂱゙𛄞𛁕𛀣𛂘𛄝𛀾𛃸𛁠𛄞𛁺,しょくめい：でーたぶんせきこんさるたんと,しょくめい:でたぶんせきこんするたんと,0.85
107,encode,ft,しょくめい：でーたぶんせきこんさるたんと,しょくめい：でーたぶんせきこんさるたんと,𛁇ょ𛀮𛃔𛀉：𛁳゙𛀽𛁭𛂱゙𛄞𛁓𛀥𛀻𛄝𛀿𛃾𛁠𛁡𛄞𛁸𛁆𛁟𛄞𛁹。,0.475
108,decode,ft,𛀙𛀬𛀕𛄝𛃯𛀯𛃏𛁓𛂥、𛂦𛄞𛂢゙𛀉𛃫𛀍𛂎𛀾𛃇𛀾゙𛃄𛂆𛀞゙っ𛀥𛀅𛃪𛀊𛀆𛁉𛁮𛀆𛃈𛁌。,かくおんらくみせは、はんばいようにさまざまながっきをよういしています。,かくおんらくみせは、はんばいようにさまだがっきをよういしている。,0.8571428571428571
108,encode,ft,かくおんらくみせは、はんばいようにさまざまながっきをよういしています。,かくおんらくみせは、はんばいようにさまざまながっきをよういしています。,𛀟𛀮𛀔𛄞𛃵𛀬𛃖𛁕𛂡、𛂥𛄝𛂠゙𛀇𛂈𛃨𛃶𛁭゙𛂚𛀢゙っ𛀩𛄗𛃧𛀊𛀉𛁆𛁰𛀉𛃼。,0.5069124423963133
109,decode,ft,𛄉𛁞𛁉𛂚𛁭𛃚𛁡゙𛁤𛁞𛁦𛂨𛀰𛃼𛃖𛄜𛃗っ𛁮𛀉𛃂𛁊。,わたしのともだちたちはくるまをもっています。,わつしのともだちたちはくるめをもっていませ。,0.8636363636363636
109,encode,ft,わたしのともだちたちはくるまをもっています。,わたしのともだちたちはくるまをもっています。,𛀺𛄞𛂙𛁻𛃘𛁡𛁦𛁟𛁣𛂧𛀯𛃸𛃅𛄗𛃜っ𛁱𛀈𛃹。,0.6181818181818182
110,decode,ft,𛀻ょ𛀌、𛄌𛁠𛁄𛂦𛃢𛃈𛂉𛂻𛀊𛃙𛄝𛁅𛃆𛁏。,きょう、わたしはやまにほうもんします。,きょう、わたしはよまにほうもんします。,0.9473684210526315
110,encode,ft,きょう、わたしはやまにほうもんします。,きょう、わたしはやまにほうもんします。,𛀻ょ𛀍、𛁄゙𛄞𛂟𛃠𛃅𛂊𛂾𛀋𛃘𛄝𛁆𛃖𛁐。,0.6081871345029239
111,decode,ft,𛀛𛂜𛁄゙ょ𛂣𛃀𛄞𛄘𛃫𛃑𛂛𛀡゙𛁋𛀣𛁯゙𛂤𛀅𛃴𛃖𛁒𛄝。,かのじょはほんをよむのがすきではありません。,かのじょはほんをゆむのがすきではありませい。,0.9090909090909091
111,encode,ft,かのじょはほんをよむのがすきではありません。,かのじょはほんをよむのがすきではありません。,𛀙𛂜𛁉゙ょ𛂡𛂺𛄞𛄖𛃨𛃼𛀹𛁸𛀗゙𛁑𛀤𛁿𛀇𛂘𛁽𛂢𛂄𛀈。,0.4881422924901186
112,decode,ft,𛂼𛂈ゅ𛀍𛁼゙𛀌𛂲゙𛁩：𛀆𛂏、𛂓𛂘,ほにゅうどうぶつ：いぬ、ねこ,ほにゅうどうぶつ: いぬ、ねこ,0.9285714285714286
112,encode,ft,ほにゅうどうぶつ：いぬ、ねこ,ほにゅうどうぶつ：いぬ、ねこ,𛂺𛂇ゅ𛀎𛁽゙𛀋𛂲゙𛁫：𛀆𛂮゙、𛂿𛀹。,0.6285714285714284
113,decode,ft,"𛁡𛀈𛁭𛃸: ""𛂮𛁺𛂘𛀖𛃶𛂙𛁟゙𛀈𛁒𛄝𛁛𛀋""","たいとる: ""ひとこおりのだいせんそう""","たいする: ""ひとこおりのだいせんそう""",0.95
113,encode,ft,"たいとる: ""ひとこおりのだいせんそう""","たいとる: ""ひとこおりのだいせんそう""",𛁡𛀆𛁹𛃷：「𛂄𛄞𛀸𛀎𛃲𛂚𛁠゙𛀇𛁖𛄝𛁗𛀊」,0.4052631578947368
114,decode,ft,𛀅𛁞𛀑𛃭𛃿𛁡𛂲゙𛄞𛁴゙𛃷ゅ𛀋𛂻𛁁𛃾𛁞𛁕𛁪𛁝゙𛀫𛁆𛄛𛃏𛁫𛀢𛁲𛀱𛁡゙𛁃𛀇。,あたえられたぶんでりゅうほされたせつぞくしをみつけてください。,あたえらえたぶんでりゅうほされたせつぞくしをみつけてきたさい。,0.9354838709677419
114,encode,ft,あたえられたぶんでりゅうほされたせつぞくしをみつけてください。,あたえられたぶんでりゅうほされたせつぞくしをみつけてください。,𛀃𛁠𛀒𛃭𛄁𛁡𛂲゙𛄝𛂇𛃶ゅ𛀍𛂺𛀎𛁄𛁟𛁓𛁫𛁗𛀯𛁅𛄚𛃏𛁪𛀱𛁄𛁵𛀸𛁽𛀅𛀕𛀷𛁳,0.6236559139784946
115,decode,ft,𛃺𛂖𛁂𛄞𛁌𛀩𛂙𛃥𛀋𛃖𛀆𛁿𛂫゙𛁅゙ゅ𛁬𛀾𛀰𛂬𛄞𛂌𛂟、𛀆𛀗𛀛゙𛂱𛀭𛃆𛃾𛃄𛁋：,るねさんすきのゆうめいなびじゅつさくひんには、いかがふくまれます：,むねさんすきのゆうめいなびじゅつさくひんには、いかがふくまらした:,0.8484848484848485
115,encode,ft,るねさんすきのゆうめいなびじゅつさくひんには、いかがふくまれます：,るねさんすきのゆうめいなびじゅつさくひんには、いかがふくまれます：,𛃷𛄞𛁂𛄝𛁑𛀨𛂚𛃬𛀊𛃖𛀇𛂅𛂯゙𛁉゙ゅ𛁪𛀿𛀱𛂫𛄞𛂈𛂟、𛀆𛀘𛀗゙𛂲𛀰𛃔𛃭𛃾𛃼：,0.5950413223140496
116,decode,ft,𛁌ー𛂤゚ー𛃖ー𛀵っ𛁼𛂟𛀸𛁄゙𛄞𛂈𛁻っ𛁴𛀢𛄞𛀻𛀍𛁯𛀻𛂁𛀓𛀇𛃫𛀍𛀲゙𛄝𛁺𛁆𛁲𛂱𛀙𛀢𛁪𛁴゙𛁎。,すーぱーまーけっとはこじんにとってけんこうてきなえいようげんとしてふかけつです。,すーぱらめたつはこじんによってかんこうてきなえいようげんとしてふかかつでした。,0.75
116,encode,ft,すーぱーまーけっとはこじんにとってけんこうてきなえいようげんとしてふかけつです。,すーぱーまーけっとはこじんにとってけんこうてきなえいようげんとしてふかけつです。,𛁑𛀊𛂲゚𛃖𛃇𛀻𛃄𛀾゙𛀈𛁷𛁆𛁶𛀳𛄞𛀸𛀍𛁰𛀦𛂅𛀒𛀉𛃩𛀋𛀴゙𛄝𛁺𛁅𛁮𛂱𛀘𛀵,0.5145161290322581
117,decode,ft,**𛀝゙っ𛀺𛀍𛂙𛄊𛀭𛁣𛄞𛁖っ𛁈ゅ𛂽𛀍𛁄𛄝**,**がっこうのわくちんせっしゅほうしん**,がっこうのわくちんせっしゅほうしん。,0.8095238095238095
